Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type,Claim_ID
4528,4528,10000,2025-09-21 03:51:11,1,160
4543,4543,10000,2025-11-14 12:40:53,1,161
4588,4588,10000,2025-05-21 10:05:21,1,162
4620,4620,10000,2025-10-14 22:12:13,1,163
4637,4637,10000,2025-08-21 06:10:55,1,164
4651,4651,10000,2025-11-07 11:44:55,1,165
4671,4671,10000,2025-09-07 02:22:23,1,166
4692,4692,10000,2025-10-21 07:21:44,1,167
4708,4708,10000,2025-04-21 00:10:51,1,168
4717,4717,10000,2025-09-21 21:00:51,1,169
4745,4745,10000,2025-11-21 10:23:56,1,170
4801,4801,10000,2025-10-21 16:42:37,1,171
4807,4807,10000,2025-11-28 15:30:10,1,172
4827,4827,10000,2025-11-21 06:47:02,1,173
4848,4848,10000,2025-03-07 12:09:01,1,174
4861,4861,10000,2025-11-21 19:05:14,1,175
4876,4876,10000,2025-07-14 17:11:31,1,176
4882,4882,10000,2025-09-21 14:12:18,1,177
4903,4903,10000,2025-08-07 10:30:11,1,178
4910,4910,10000,2025-03-28 10:24:12,1,179
4931,4931,10000,2025-03-07 00:45:19,1,180
4945,4945,10000,2025-01-13 01:47:32,1,181
4948,4948,10000,2025-10-21 18:00:14,1,182
4950,4950,10000,2025-08-21 02:36:28,1,183
4966,4966,10000,2025-05-07 20:12:06,1,184
4991,4991,10000,2025-03-07 02:23:50,1,185
4996,4996,10000,2025-03-28 14:34:54,1,186
5017,5017,10000,2025-08-14 00:38:43,1,187
5041,5041,10000,2025-07-28 23:39:49,1,188
5043,5043,10000,2025-05-21 22:18:23,1,189
5044,5044,10000,2025-02-27 17:04:08,1,190
5079,5079,10000,2025-12-07 10:57:51,1,191
5099,5099,10000,2025-10-21 10:49:51,1,192
5103,5103,10000,2025-05-21 12:34:10,1,193
5128,5128,10000,2025-05-28 10:25:04,1,194
5141,5141,10000,2025-11-28 15:06:47,1,195
5244,5244,10000,2025-04-21 04:58:37,1,196
5279,5279,10000,2025-03-28 09:51:11,1,197
5283,5283,10000,2025-03-07 09:34:09,1,198
5297,5297,10000,2025-04-28 02:45:47,1,199
5299,5299,10000,2025-05-14 13:14:29,1,200
5381,5381,10000,2025-04-28 23:49:59,1,201
5456,5456,10000,2025-12-21 14:11:34,1,202
5459,5459,10000,2025-10-07 19:35:31,1,203
5475,5475,10000,2025-02-20 18:35:56,1,204
5499,5499,10000,2025-10-07 05:42:16,1,205
5515,5515,10000,2025-09-07 17:41:06,1,206
5516,5516,10000,2025-11-07 00:18:21,1,207
5525,5525,10000,2025-01-27 15:17:33,1,208
5562,5562,10000,2025-03-07 19:31:22,1,209
5563,5563,10000,2025-02-20 17:06:34,1,210
5588,5588,10000,2025-12-07 04:28:14,1,211
5652,5652,10000,2025-06-07 02:06:06,1,212
5715,5715,10000,2025-12-07 11:30:59,1,213
5732,5732,10000,2025-05-21 07:32:20,1,214
5744,5744,10000,2025-03-21 16:14:35,1,215
5772,5772,10000,2025-10-28 19:26:41,1,216
5795,5795,10000,2025-09-07 16:35:29,1,217
5796,5796,10000,2025-02-06 18:42:13,1,218
5830,5830,10000,2025-02-20 13:39:45,1,219
5852,5852,10000,2025-06-28 08:10:51,1,220
5896,5896,10000,2025-02-13 01:32:52,1,221
5902,5902,10000,2025-11-28 03:16:16,1,222
5904,5904,10000,2025-05-07 17:27:58,1,223
5923,5923,10000,2025-02-06 23:52:51,1,224
5960,5960,10000,2025-09-14 18:48:30,1,225
5970,5970,10000,2025-03-28 15:27:10,1,226
6003,6003,10000,2025-09-28 05:34:03,1,227
6008,6008,10000,2025-02-20 10:51:43,1,228
6054,6054,10000,2025-01-27 16:17:35,1,229
6086,6086,10000,2025-10-21 13:56:43,1,230
6149,6149,10000,2025-04-28 16:49:59,1,231
6152,6152,10000,2025-04-28 05:43:53,1,232
6157,6157,10000,2025-04-14 06:13:20,1,233
6169,6169,10000,2025-05-07 04:47:17,1,234
6179,6179,10000,2025-08-07 10:50:33,1,235
6186,6186,10000,2025-06-14 02:01:53,1,236
6198,6198,10000,2025-10-28 23:11:37,1,237
6211,6211,10000,2025-07-07 13:28:22,1,238
6290,6290,10000,2025-10-07 11:23:21,1,239
6306,6306,10000,2025-07-21 00:17:58,1,240
6322,6322,10000,2025-10-28 03:31:11,1,241
6419,6419,10000,2025-10-28 07:09:30,1,242
6450,6450,10000,2025-06-07 23:08:32,1,243
6478,6478,10000,2025-10-07 18:25:48,1,244
6578,6578,10000,2025-03-07 20:11:40,1,245
6592,6592,10000,2025-11-07 23:11:14,1,246
6599,6599,10000,2025-10-07 16:59:35,1,247
6619,6619,10000,2025-02-27 07:24:27,1,248
6639,6639,10000,2025-05-14 08:54:53,1,249
6647,6647,10000,2025-09-14 07:24:35,1,250
6654,6654,10000,2025-01-20 01:32:12,1,251
6664,6664,10000,2025-05-07 07:06:26,1,252
6709,6709,10000,2025-09-28 01:19:09,1,253
6725,6725,10000,2025-08-14 00:26:38,1,254
6739,6739,10000,2025-04-28 01:48:01,1,255
6768,6768,10000,2025-12-28 22:19:56,1,256
6823,6823,10000,2025-11-28 20:55:08,1,257
6831,6831,10000,2025-07-21 22:01:13,1,258
6860,6860,10000,2025-08-21 09:58:59,1,259
6907,6907,10000,2025-11-07 10:37:18,1,260
6947,6947,10000,2025-12-21 21:11:16,1,261
6951,6951,10000,2025-11-21 07:43:15,1,262
6960,6960,10000,2025-06-28 11:02:08,1,263
6972,6972,10000,2025-07-07 00:13:56,1,264
6999,6999,10000,2025-12-14 05:56:35,1,265
7015,7015,10000,2025-05-21 18:48:03,1,266
7050,7050,10000,2025-07-21 11:29:26,1,267
7067,7067,10000,2025-07-14 00:13:05,1,268
7100,7100,10000,2025-07-14 23:20:54,1,269
7109,7109,10000,2025-12-28 01:09:59,1,270
7135,7135,10000,2025-02-27 03:51:51,1,271
7139,7139,10000,2025-04-14 09:19:30,1,272
7334,7334,10000,2025-11-14 16:07:00,1,273
7386,7386,10000,2025-07-07 16:26:40,1,274
7407,7407,10000,2025-06-07 00:21:09,1,275
7420,7420,10000,2025-07-21 18:06:16,1,276
7423,7423,10000,2025-01-20 09:56:24,1,277
7456,7456,10000,2025-06-21 20:52:41,1,278
7490,7490,10000,2025-09-14 22:53:17,1,279
7492,7492,10000,2025-02-27 03:41:00,1,280
7517,7517,10000,2025-04-07 19:23:12,1,281
7519,7519,10000,2025-08-21 00:19:20,1,282
7532,7532,10000,2025-10-07 14:58:09,1,283
7562,7562,10000,2025-03-07 00:06:34,1,284
7581,7581,10000,2025-02-06 08:13:06,1,285
7598,7598,10000,2025-12-07 02:31:51,1,286
7603,7603,10000,2025-03-28 19:36:19,1,287
7617,7617,10000,2025-01-06 21:33:55,1,288
7636,7636,10000,2025-02-13 04:17:39,1,289
7664,7664,10000,2025-08-07 00:55:34,1,290
7672,7672,10000,2025-10-28 13:39:39,1,291
7687,7687,10000,2025-07-07 06:56:18,1,292
7732,7732,10000,2025-06-07 21:02:11,1,293
7744,7744,10000,2025-01-13 19:27:48,1,294
7759,7759,10000,2025-08-21 22:12:09,1,295
7797,7797,10000,2025-05-21 06:26:41,1,296
7802,7802,10000,2025-10-07 02:14:00,1,297
7820,7820,10000,2025-03-14 09:34:20,1,298
7869,7869,10000,2025-09-21 20:47:23,1,299
7927,7927,10000,2025-04-28 01:38:18,1,300
7952,7952,10000,2025-02-06 08:00:42,1,301
7953,7953,10000,2025-04-21 16:35:21,1,302
7975,7975,10000,2025-10-21 05:04:08,1,303
8011,8011,10000,2025-03-14 09:03:33,1,304
8028,8028,10000,2025-12-14 11:35:06,1,305
8111,8111,10000,2025-01-20 06:50:37,1,306
8113,8113,10000,2025-12-21 06:11:47,1,307
8117,8117,10000,2025-05-07 10:47:27,1,308
8125,8125,10000,2025-11-07 16:37:19,1,309
8180,8180,10000,2025-05-07 22:30:41,1,310
8184,8184,10000,2025-04-14 14:22:47,1,311
8190,8190,10000,2025-11-07 05:25:38,1,312
8261,8261,10000,2025-12-21 05:50:58,1,313
8282,8282,10000,2025-11-28 19:38:06,1,314
8287,8287,10000,2025-07-28 20:09:16,1,315
8296,8296,10000,2025-08-14 21:08:27,1,316
8358,8358,10000,2025-03-07 09:48:49,1,317
8364,8364,10000,2025-04-21 06:44:08,1,318
8381,8381,10000,2025-10-21 15:26:55,1,319
8399,8399,10000,2025-08-21 18:26:44,1,320
8436,8436,10000,2025-01-06 00:37:08,1,321
8486,8486,10000,2025-03-07 22:20:34,1,322
8493,8493,10000,2025-01-06 06:18:26,1,323
8539,8539,10000,2025-12-14 09:23:52,1,324
8548,8548,10000,2025-06-07 22:23:55,1,325
8582,8582,10000,2025-07-14 08:13:21,1,326
8592,8592,10000,2025-08-28 23:11:23,1,327
8620,8620,10000,2025-09-21 15:49:20,1,328
8640,8640,10000,2025-07-28 07:56:00,1,329
8682,8682,10000,2025-10-07 23:01:47,1,330
8699,8699,10000,2025-07-07 05:45:36,1,331
8749,8749,10000,2025-01-06 02:42:15,1,332
8779,8779,10000,2025-03-28 02:24:07,1,333
8783,8783,10000,2025-03-07 03:10:34,1,334
8786,8786,10000,2025-03-07 20:30:30,1,335
8787,8787,10000,2025-04-21 23:52:58,1,336
8797,8797,10000,2025-07-07 13:46:55,1,337
8815,8815,10000,2025-09-14 08:57:38,1,338
8867,8867,10000,2025-05-07 14:19:27,1,339
8891,8891,10000,2025-03-21 18:57:56,1,340
8896,8896,10000,2025-04-14 16:34:14,1,341
8916,8916,10000,2025-02-06 22:06:59,1,342
8951,8951,10000,2025-04-14 01:24:38,1,343
8976,8976,10000,2025-10-28 19:07:49,1,344
8977,8977,10000,2025-12-07 13:14:55,1,345
8981,8981,10000,2025-04-07 19:35:12,1,346
9060,9060,10000,2025-08-14 15:46:08,1,347
9098,9098,10000,2025-10-14 18:22:02,1,348
9102,9102,10000,2025-03-14 08:10:17,1,349
9247,9247,10000,2025-10-07 08:32:37,1,350
9258,9258,10000,2025-03-07 21:38:57,1,351
9307,9307,10000,2025-01-20 01:28:27,1,352
9309,9309,10000,2025-03-21 22:18:31,1,353
9337,9337,10000,2025-04-07 12:04:20,1,354
9359,9359,10000,2025-10-07 16:36:39,1,355
9361,9361,10000,2025-01-13 14:10:58,1,356
9381,9381,10000,2025-12-21 17:57:18,1,357
9388,9388,10000,2025-08-28 00:15:59,1,358
9433,9433,10000,2025-11-07 13:47:34,1,359
9456,9456,10000,2025-04-28 04:18:05,1,360
9470,9470,10000,2025-02-06 04:34:38,1,361
9524,9524,10000,2025-05-14 03:08:15,1,362
9556,9556,10000,2025-08-14 02:46:11,1,363
9611,9611,10000,2025-04-07 00:22:09,1,364
9628,9628,10000,2025-01-27 21:41:59,1,365
9629,9629,10000,2025-12-21 07:55:09,1,366
9647,9647,10000,2025-06-14 15:16:33,1,367
9653,9653,10000,2025-12-07 07:28:32,1,368
9667,9667,10000,2025-02-13 08:31:02,1,369
9680,9680,10000,2025-01-27 22:46:29,1,370
9707,9707,10000,2025-01-20 03:00:08,1,371
9736,9736,10000,2025-04-28 00:01:41,1,372
9742,9742,10000,2025-10-21 18:59:24,1,373
9782,9782,10000,2025-07-21 14:23:49,1,374
9793,9793,10000,2025-09-28 09:15:01,1,375
9806,9806,10000,2025-01-20 17:24:55,1,376
9829,9829,10000,2025-07-07 16:08:57,1,377
9859,9859,10000,2025-12-28 08:00:30,1,378
9881,9881,10000,2025-08-21 20:59:12,1,379
9885,9885,10000,2025-10-07 20:04:37,1,380
9965,9965,10000,2025-08-14 23:33:42,1,381
9987,9987,10000,2025-01-27 06:29:47,1,382
10026,10026,10000,2025-09-28 01:30:03,1,383
10060,10060,10000,2025-01-27 09:26:09,1,384
10112,10112,10000,2025-04-21 20:57:49,1,385
10135,10135,10000,2025-08-28 16:35:29,1,386
10137,10137,10000,2025-10-07 02:57:43,1,387
10172,10172,10000,2025-08-21 11:46:32,1,388
10200,10200,10000,2025-12-14 16:27:43,1,389
10209,10209,10000,2025-08-28 13:30:18,1,390
10227,10227,10000,2025-02-20 10:55:51,1,391
10261,10261,10000,2025-12-14 21:08:58,1,392
10265,10265,10000,2025-11-07 18:12:24,1,393
10328,10328,10000,2025-04-14 06:16:56,1,394
10363,10363,10000,2025-11-14 20:05:38,1,395
10393,10393,10000,2025-04-14 16:02:28,1,396
10398,10398,10000,2025-01-20 02:43:29,1,397
10420,10420,10000,2025-06-14 19:33:44,1,398
10426,10426,10000,2025-01-27 02:32:17,1,399
10428,10428,10000,2025-10-07 03:54:03,1,400
10434,10434,10000,2025-02-06 14:45:55,1,401
10440,10440,10000,2025-06-21 07:42:36,1,402
10447,10447,10000,2025-06-14 03:15:15,1,403
10549,10549,10000,2025-11-14 08:23:04,1,404
10629,10629,10000,2025-07-14 22:29:14,1,405
10697,10697,10000,2025-03-14 08:13:23,1,406
10703,10703,10000,2025-04-07 01:46:22,1,407
10711,10711,10000,2025-07-21 16:26:16,1,408
10720,10720,10000,2025-10-21 04:32:20,1,409
10724,10724,10000,2025-12-07 18:19:38,1,410
10780,10780,10000,2025-11-28 20:35:28,1,411
10801,10801,10000,2025-04-14 21:16:30,1,412
10817,10817,10000,2025-01-20 04:20:00,1,413
10872,10872,10000,2025-02-13 08:35:34,1,414
10920,10920,10000,2025-05-21 12:43:54,1,415
10925,10925,10000,2025-04-21 16:45:47,1,416
10932,10932,10000,2025-07-14 00:05:51,1,417
10944,10944,10000,2025-12-07 16:26:18,1,418
10962,10962,10000,2025-03-21 12:14:33,1,419
10990,10990,10000,2025-07-21 21:57:43,1,420
11040,11040,10000,2025-11-21 03:47:02,1,421
11044,11044,10000,2025-01-13 16:58:33,1,422
11053,11053,10000,2025-02-06 15:32:26,1,423
11058,11058,10000,2025-06-28 22:57:40,1,424
11094,11094,10000,2025-10-14 06:28:05,1,425
11099,11099,10000,2025-12-07 18:59:31,1,426
11100,11100,10000,2025-01-13 05:58:54,1,427
11108,11108,10000,2025-06-14 03:00:29,1,428
11149,11149,10000,2025-08-21 12:15:39,1,429
11168,11168,10000,2025-12-07 11:37:27,1,430
11182,11182,10000,2025-08-07 21:55:32,1,431
11233,11233,10000,2025-01-13 12:15:10,1,432
11259,11259,10000,2025-06-28 15:24:27,1,433
11260,11260,10000,2025-10-21 18:26:42,1,434
11277,11277,10000,2025-04-21 07:56:30,1,435
11323,11323,10000,2025-08-14 08:13:11,1,436
11352,11352,10000,2025-10-28 15:36:31,1,437
11354,11354,10000,2025-11-14 23:47:14,1,438
11403,11403,10000,2025-03-07 17:00:18,1,439
11404,11404,10000,2025-05-28 16:24:41,1,440
11411,11411,10000,2025-06-14 09:13:29,1,441
11414,11414,10000,2025-10-28 10:44:19,1,442
11450,11450,10000,2025-06-28 22:48:17,1,443
11509,11509,10000,2025-07-14 21:49:08,1,444
11519,11519,10000,2025-12-28 06:42:34,1,445
11542,11542,10000,2025-06-14 17:35:21,1,446
11556,11556,10000,2025-08-14 08:12:46,1,447
11582,11582,10000,2025-08-14 07:34:10,1,448
11595,11595,10000,2025-10-28 06:20:42,1,449
11671,11671,10000,2025-01-20 02:07:50,1,450
11696,11696,10000,2025-06-28 06:27:34,1,451
11707,11707,10000,2025-02-13 03:43:36,1,452
11723,11723,10000,2025-09-14 13:48:05,1,453
11752,11752,10000,2025-11-14 21:47:51,1,454
11764,11764,10000,2025-01-06 02:52:03,1,455
11771,11771,10000,2025-05-28 21:25:21,1,456
11779,11779,10000,2025-01-13 00:23:07,1,457
11816,11816,10000,2025-02-27 08:45:20,1,458
11880,11880,10000,2025-02-13 11:49:25,1,459
11970,11970,10000,2025-05-28 18:25:38,1,460
11977,11977,10000,2025-12-14 06:41:21,1,461
12013,12013,10000,2025-09-07 05:27:22,1,462
12021,12021,10000,2025-10-14 00:21:25,1,463
12074,12074,10000,2025-12-07 03:18:48,1,464
12122,12122,10000,2025-04-14 06:06:16,1,465
12141,12141,10000,2025-07-21 14:34:23,1,466
12142,12142,10000,2025-09-28 17:30:37,1,467
12146,12146,10000,2025-01-27 01:41:30,1,468
12164,12164,10000,2025-01-06 19:46:36,1,469
12185,12185,10000,2025-01-06 21:24:37,1,470
12203,12203,10000,2025-02-27 11:12:12,1,471
12242,12242,10000,2025-01-20 01:04:06,1,472
12252,12252,10000,2025-01-06 15:34:57,1,473
12254,12254,10000,2025-07-14 03:49:50,1,474
12267,12267,10000,2025-02-06 16:32:33,1,475
12273,12273,10000,2025-12-07 19:47:34,1,476
12274,12274,10000,2025-04-07 05:17:25,1,477
12312,12312,10000,2025-11-28 07:34:32,1,478
12313,12313,10000,2025-07-21 23:19:34,1,479
12348,12348,10000,2025-03-14 22:41:07,1,480
12353,12353,10000,2025-05-14 08:07:22,1,481
12356,12356,10000,2025-07-14 12:23:33,1,482
12429,12429,10000,2025-11-21 16:49:32,1,483
12438,12438,10000,2025-01-06 13:49:06,1,484
12439,12439,10000,2025-12-07 06:30:50,1,485
12464,12464,10000,2025-11-28 15:48:41,1,486
12475,12475,10000,2025-08-28 22:00:20,1,487
12483,12483,10000,2025-03-21 16:04:56,1,488
12533,12533,10000,2025-12-07 03:16:00,1,489
12550,12550,10000,2025-04-14 03:28:49,1,490
12575,12575,10000,2025-02-13 01:06:01,1,491
12581,12581,10000,2025-04-14 08:36:35,1,492
12600,12600,10000,2025-10-21 01:50:37,1,493
12627,12627,10000,2025-06-21 19:12:09,1,494
12628,12628,10000,2025-06-28 09:27:22,1,495
12638,12638,10000,2025-06-14 04:38:58,1,496
12673,12673,10000,2025-04-21 00:26:20,1,497
12738,12738,10000,2025-10-14 23:08:56,1,498
12746,12746,10000,2025-04-14 15:53:51,1,499
12780,12780,10000,2025-11-14 07:30:19,1,500
12786,12786,10000,2025-07-28 16:23:28,1,501
12787,12787,10000,2025-01-27 14:54:51,1,502
12797,12797,10000,2025-03-14 22:09:21,1,503
12808,12808,10000,2025-04-28 20:31:53,1,504
12837,12837,10000,2025-09-28 20:13:39,1,505
12872,12872,10000,2025-11-21 04:32:54,1,506
12891,12891,10000,2025-07-21 17:45:27,1,507
13028,13028,10000,2025-02-06 11:17:17,1,508
13030,13030,10000,2025-01-13 16:46:24,1,509
13053,13053,10000,2025-10-21 19:32:14,1,510
13070,13070,10000,2025-08-28 15:16:08,1,511
13080,13080,10000,2025-05-21 01:12:25,1,512
13094,13094,10000,2025-11-28 20:41:01,1,513
13106,13106,10000,2025-05-21 10:47:01,1,514
13136,13136,10000,2025-11-28 09:39:07,1,515
13161,13161,10000,2025-02-06 12:40:23,1,516
13191,13191,10000,2025-01-20 06:33:26,1,517
13204,13204,10000,2025-08-07 16:49:41,1,518
13207,13207,10000,2025-09-21 10:07:57,1,519
13277,13277,10000,2025-10-21 23:40:36,1,520
13304,13304,10000,2025-04-21 13:56:59,1,521
13402,13402,10000,2025-02-13 11:51:52,1,522
13404,13404,10000,2025-01-13 04:16:25,1,523
13415,13415,10000,2025-05-07 21:57:26,1,524
13501,13501,10000,2025-07-14 09:45:53,1,525
13522,13522,10000,2025-10-21 13:20:14,1,526
13551,13551,10000,2025-02-20 03:05:07,1,527
13562,13562,10000,2025-02-06 03:10:29,1,528
13565,13565,10000,2025-06-21 14:23:40,1,529
13603,13603,10000,2025-11-28 09:20:57,1,530
13605,13605,10000,2025-08-21 12:59:13,1,531
13612,13612,10000,2025-05-28 09:14:29,1,532
13620,13620,10000,2025-09-21 14:27:08,1,533
13634,13634,10000,2025-04-28 10:00:11,1,534
13660,13660,10000,2025-04-21 04:49:00,1,535
13726,13726,10000,2025-05-21 07:36:00,1,536
13745,13745,10000,2025-01-13 23:19:31,1,537
